userID,itemID,genre,rating,date
72FB32,0F4217,Classical,5.0,2012-04
1F8BD5,A48386,Rock,5.0,2012-04
CB5651,06B62F,opera,4.0,2012-04
947938,A48386,Rock,5.0,2012-04
8A2C21,A48386,Rock,5.0,2012-04
08996D,A48386,Rock,5.0,2012-04
7424DC,F0BBB2,Metal,5.0,2012-04
67024C,A48386,Rock,4.0,2012-04
C00281,A48386,Rock,5.0,2012-04
A0DE79,B74F20,Metal,5.0,2012-04
BC4013,A48386,Rock,5.0,2012-04
7EFEDE,B74F20,Metal,4.0,2012-04
0C5F69,A48386,Rock,4.0,2012-04
12EAF6,B0321A,Metal,4.0,2012-04
6CFBFF,A48386,Rock,4.0,2012-04
6CE337,B0321A,Metal,5.0,2012-04
646183,79CBAD,Techno,5.0,2012-04
E1B04E,79CBAD,Techno,5.0,2012-04
E02BB0,A48386,Rock,4.0,2012-04
33CA8D,53245A,Metal,5.0,2012-04
E2DA08,B0321A,Metal,5.0,2012-04
BDF670,E1DBE7,Classical,3.0,2012-04
47583F,A48386,Rock,3.0,2012-04
4B8617,A48386,Rock,5.0,2012-04
89BBD7,0F4217,Classical,3.0,2012-04
AD42D2,C35D3A,Techno,4.0,2012-04
7EC18B,C35D3A,Techno,4.0,2012-04
BDF670,33E645,Techno,4.0,2012-04
361E33,33E645,Techno,4.0,2012-04
515FC5,66AA45,opera,3.0,2012-04
614C8C,66AA45,opera,5.0,2012-04
E2DA08,33E645,Techno,5.0,2012-04
CB5651,64AD52,opera,3.0,2012-04
1DB9EF,33E645,Techno,4.0,2012-04
E307CE,A48386,Rock,5.0,2012-04
89BBD7,A48386,Rock,4.0,2012-04
E4A453,A48386,Rock,4.0,2012-04
983D03,A48386,Rock,5.0,2012-04
983D03,A48386,Rock,4.0,2012-04
7EFEDE,A48386,Rock,5.0,2012-04
E4B281,A48386,Rock,5.0,2012-04
62B7A9,A48386,Rock,5.0,2012-04
1E8E37,A48386,Rock,5.0,2012-04
89BBD7,E1DBE7,Classical,4.0,2012-04
12EAF6,0810D3,Rock,4.0,2012-04
E02BB0,F39227,Rock,4.0,2012-04
FCACF1,9BC94E,Country,5.0,2012-04
12EAF6,9F14DC,Zilin,3.0,2012-04
5D611F,D7A5C0,opera,5.0,2012-04
4F34AE,9F14DC,Zilin,3.0,2012-04
5D611F,F937A3,opera,5.0,2012-04
72FB32,F937A3,opera,4.0,2012-04
2F137E,4737D8,Zilin,4.0,2012-04
12EAF6,49767B,Country,3.0,2012-04
E2DA08,9F14DC,Zilin,3.0,2012-04
6CE337,4737D8,Zilin,5.0,2012-04
6361C1,8429AE,Zilin,5.0,2012-04
65DB98,4737D8,Zilin,5.0,2012-04
1AEC8B,333E08,opera,5.0,2012-04
BDF670,1CE758,Zilin,2.0,2012-04
E00C57,48829C,Zilin,2.0,2012-04
12EAF6,1CE758,Zilin,4.0,2012-04
E2DA08,1CE758,Zilin,4.0,2012-04
AA21D5,48829C,Zilin,4.0,2012-04
1AEC8B,85A44C,opera,5.0,2012-04
81AA3B,24ED8B,Classical,4.0,2012-04
7B725F,9F14DC,Zilin,3.0,2012-04
7B0D63,DA0C92,Zilin,5.0,2012-04
158B49,DA0C92,Zilin,3.0,2012-04
095E79,A6747F,Classical,5.0,2012-04
BDF670,DA0C92,Zilin,5.0,2012-04
12EAF6,DA0C92,Zilin,5.0,2012-04
2DBD4B,DA0C92,Zilin,4.0,2012-04
12EAF6,DA0C92,Zilin,4.0,2012-04
766875,DA0C92,Zilin,5.0,2012-04
7B0D63,1E6F7B,Zilin,4.0,2012-04
AF9FFC,CFB83E,Rap,4.0,2012-04
983D03,1E6F7B,Zilin,5.0,2012-04
C9AC1F,DA0C92,Zilin,4.0,2012-04
7356C4,1E6F7B,Zilin,1.0,2012-04
860239,B5C614,opera,5.0,2012-04
B338E6,B5C614,opera,5.0,2012-04
E00C57,DA0C92,Zilin,5.0,2012-04
89BBD7,9142F5,Classical,3.0,2012-04
6D8837,DA0C92,Zilin,5.0,2012-04
E2DA08,DA0C92,Zilin,4.0,2012-04
33460F,30B76B,Metal,5.0,2012-04
1E88CF,2F8B86,Zilin,4.0,2012-04
7356C4,79CBAD,Techno,5.0,2012-04
B5CD50,48829C,Zilin,3.0,2012-04
361E33,7C57D8,Zilin,1.0,2012-04
12EAF6,91553B,Folk,4.0,2012-04
0399E3,AFF595,opera,4.0,2012-04
89BBD7,2F8A3F,Metal,3.0,2012-04
FCACF1,A52C64,Folk,5.0,2012-04
7BB2F2,C74123,Metal,4.0,2012-04
D66599,312C4D,opera,5.0,2012-04
EFB391,C74123,Metal,5.0,2012-04
0DC939,C74123,Metal,3.0,2012-04
6CE337,AFF595,opera,4.0,2012-04
A73896,C74123,Metal,4.0,2012-04
FCACF1,815E17,Rock,4.0,2012-04
B338E6,419631,Techno,5.0,2012-04
C1E298,24C7DA,Rock,5.0,2012-04
FCACF1,24C7DA,Rock,5.0,2012-04
E02BB0,2189CA,Techno,5.0,2012-04
46F65C,93A7D3,Techno,4.0,2012-04
10750C,0B3460,Rock,5.0,2012-04
7356C4,9A88E4,Rock,1.0,2012-04
5D611F,C904D9,opera,3.0,2012-04
7B725F,AFF595,opera,2.0,2012-04
12EAF6,BB31DB,Folk,5.0,2012-04
7356C4,BB31DB,Folk,5.0,2012-04
E2DA08,081620,Zilin,4.0,2012-04
E1B04E,38BD32,opera,4.0,2012-04
BDF670,A781C0,Folk,3.0,2012-04
12EAF6,A781C0,Folk,4.0,2012-04
C1E298,A50928,Classical,5.0,2012-04
492172,A781C0,Folk,3.0,2012-04
5D611F,2B3EA4,opera,5.0,2012-04
095E79,AA9A10,Rap,5.0,2012-04
03495D,27BEA8,Classical,5.0,2012-04
08FDF7,109C4B,Rap,5.0,2012-04
AAC196,21F356,Folk,5.0,2012-04
12EAF6,D696F4,Folk,4.0,2012-04
E2DA08,D696F4,Folk,5.0,2012-04
655047,2B3EA4,opera,4.0,2012-04
8EA04D,2B3EA4,opera,5.0,2012-04
5D611F,AFF595,opera,4.0,2012-04
FCACF1,B573D9,Metal,5.0,2012-04
67024C,5D1C90,Folk,5.0,2012-04
BDA1DF,BB31DB,Folk,4.0,2012-04
6D8837,1D893E,Zilin,4.0,2012-04
67024C,79CBAD,Techno,5.0,2012-04
89BBD7,79CBAD,Techno,5.0,2012-04
E2DA08,AB50E3,Oldies,5.0,2012-04
AA21D5,27599B,Rock,4.0,2012-04
12EAF6,27599B,Rock,5.0,2012-04
12EAF6,27599B,Rock,5.0,2012-04
E00C57,27599B,Rock,3.0,2012-04
E771B0,D49A39,Techno,2.0,2012-04
89BBD7,545073,Techno,4.0,2012-04
9256F7,746B9F,Techno,5.0,2012-04
12EAF6,37E6AC,Rock,4.0,2012-04
5D611F,DD932C,opera,2.0,2012-04
6F2B0D,3E5658,opera,2.0,2012-04
7B725F,DCC32B,Classical,5.0,2012-04
BDF670,DCC32B,Classical,5.0,2012-04
02D166,534A72,Techno,5.0,2012-04
BDF670,534A72,Techno,5.0,2012-04
14D1D1,FD7A52,Rock,5.0,2012-04
095E79,3950F1,Rock,4.0,2012-04
89BBD7,534A72,Techno,4.0,2012-04
F1B3F3,534A72,Techno,5.0,2012-04
61DFDC,3E5658,opera,5.0,2012-04
E02BB0,9DFEA4,Rock,4.0,2012-04
5D611F,B2D832,opera,5.0,2012-04
B5CD50,A4BD30,Techno,4.0,2012-04
C4726E,5A2BB5,Techno,4.0,2012-04
AA21D5,E85786,opera,4.0,2012-04
7B0D63,E85786,opera,5.0,2012-04
C1E298,E85786,opera,5.0,2012-04
7356C4,9AE48B,Techno,2.0,2012-04
AA21D5,233839,Rock,5.0,2012-04
B7FCCC,0CE662,Zilin,4.0,2012-04
071BB3,233839,Rock,5.0,2012-04
6261FC,13C520,Techno,5.0,2012-04
2DBD4B,233839,Rock,3.0,2012-04
158B49,233839,Rock,5.0,2012-04
983D03,233839,Rock,4.0,2012-04
964044,233839,Rock,5.0,2012-04
95D460,233839,Rock,4.0,2012-04
860239,F2BEB5,Techno,5.0,2012-04
655047,F2BEB5,Techno,5.0,2012-04
E1B04E,DBA8A1,Rock,5.0,2012-04
5D611F,0C4C37,opera,5.0,2012-04
3E872B,233839,Rock,4.0,2012-04
AA21D5,F5EC1F,Zilin,5.0,2012-04
12EAF6,F5EC1F,Zilin,2.0,2012-04
7A0B8E,2D2BCE,Rock,5.0,2012-04
10750C,6CF799,Classical,5.0,2012-04
7B0D63,0F9668,Zilin,5.0,2012-04
E2DA08,0F9668,Zilin,4.0,2012-04
8C0416,8D498D,Techno,5.0,2012-04
6D8837,0F9668,Zilin,5.0,2012-04
B5CD50,01AC1C,Techno,3.0,2012-04
95D460,212B4C,Rock,5.0,2012-04
AA21D5,0F9668,Zilin,4.0,2012-04
6CE337,0F9668,Zilin,5.0,2012-04
85DB3F,0F9668,Zilin,5.0,2012-04
FEBA72,96F048,Techno,5.0,2012-04
A65D6D,96F048,Techno,5.0,2012-04
12EAF6,0F9668,Zilin,4.0,2012-04
071BB3,0F9668,Zilin,5.0,2012-04
B5CD50,C89707,Techno,4.0,2012-04
BB5571,D4EB14,Classical,1.0,2012-04
FD1B15,D4EB14,Classical,4.0,2012-04
12EAF6,C89707,Techno,4.0,2012-04
C1E298,32555A,Rock,5.0,2012-04
655047,2EDB52,Techno,5.0,2012-04
33460F,19C70C,Techno,5.0,2012-04
F3B479,6CF799,Classical,5.0,2012-04
E2DA08,534A72,Techno,4.0,2012-04
5BE3A4,534A72,Techno,5.0,2012-04
E02BB0,9B6FB2,Rock,4.0,2012-04
983D03,F5EC1F,Zilin,3.0,2012-04
7356C4,F5EC1F,Zilin,1.0,2012-04
3E1ADB,9B6FB2,Rock,4.0,2012-04
AD42D2,534A72,Techno,2.0,2012-04
6CE337,E25163,Techno,1.0,2012-04
7EFEDE,D3663F,Zilin,5.0,2012-04
655047,C2B7FD,Techno,4.0,2012-04
7A0B8E,B94086,Techno,5.0,2012-04
BDF670,883541,Rock,2.0,2012-04
C1E298,883541,Rock,4.0,2012-04
E00C57,0F9668,Zilin,4.0,2012-04
A1E7F5,883541,Rock,4.0,2012-04
9BBBA3,0F9668,Zilin,5.0,2012-04
C9AC1F,23E0D6,Rock,4.0,2012-04
AA039C,0F9668,Zilin,5.0,2012-04
AA039C,0F9668,Zilin,5.0,2012-04
1E8E37,E85786,opera,5.0,2012-04
361E33,5A2BB5,Techno,5.0,2012-04
8FC0E2,37CA87,Zilin,5.0,2012-04
655047,9E8DF2,Classical,5.0,2012-04
AF9FFC,BEE80E,Techno,3.0,2012-04
7356C4,0FA19C,Zilin,2.0,2012-04
4F34AE,6E2EEA,Oldies,5.0,2012-04
E1B04E,D3B56D,opera,5.0,2012-04
7EC18B,F764D9,Rock,4.0,2012-04
7A0B8E,194B73,Techno,1.0,2012-04
12EAF6,D3B56D,opera,4.0,2012-04
655047,2A3D04,Techno,5.0,2012-04
89BBD7,BEE80E,Techno,5.0,2012-04
BDF670,D3B56D,opera,4.0,2012-04
7A0B8E,32CA35,Techno,5.0,2012-04
CB5651,B1F2C8,Rock,5.0,2012-04
7356C4,959155,Zilin,3.0,2012-04
095E79,E16F90,Zilin,5.0,2012-04
EC0405,D3B56D,opera,1.0,2012-04
AA21D5,D3B56D,opera,1.0,2012-04
C1E298,AA8CD8,Techno,5.0,2012-04
F80680,2228A6,Techno,4.0,2012-04
FCACF1,32CA35,Techno,5.0,2012-04
0399E3,F82BC4,Metal,4.0,2012-04
B7FCCC,29E7D6,Rock,3.0,2012-04
860239,924C85,Oldies,5.0,2012-04
EFB391,79CBAD,Techno,5.0,2012-04
361E33,79CBAD,Techno,5.0,2012-04
E02BB0,79CBAD,Techno,5.0,2012-04
0399E3,79CBAD,Techno,5.0,2012-04
6361C1,79CBAD,Techno,5.0,2012-04
860239,881AF8,Oldies,5.0,2012-04
E2DA08,881AF8,Oldies,5.0,2012-04
A55F80,C6642F,opera,5.0,2012-04
6CE337,596D07,Zilin,2.0,2012-04
361E33,596D07,Zilin,4.0,2012-04
151403,596D07,Zilin,2.0,2012-04
6D8837,F3D1B3,Oldies,4.0,2012-04
5D2BD6,5B59B7,Metal,3.0,2012-04
860239,552F60,Oldies,5.0,2012-04
2944E1,D3B56D,opera,4.0,2012-04
90C5C0,D3B56D,opera,2.0,2012-04
5D611F,D3B56D,opera,4.0,2012-04
DA9FB1,29E7D6,Rock,3.0,2012-04
B338E6,29E7D6,Rock,3.0,2012-04
14D1D1,D3B56D,opera,1.0,2012-04
646183,DA0C92,Zilin,5.0,2012-04
A3B172,D3B56D,opera,1.0,2012-04
6CE337,D3B56D,opera,1.0,2012-04
CB5651,275BD9,Rock,5.0,2012-04
FCACF1,A20C22,Techno,5.0,2012-04
FCACF1,FEBA34,Rock,4.0,2012-04
AB1297,5FE3A8,Techno,5.0,2012-04
12EAF6,020652,Metal,4.0,2012-04
2DBD4B,B209A6,Zilin,5.0,2012-04
5D611F,741D01,Techno,5.0,2012-04
B5CD50,342FE4,Zilin,2.0,2012-04
62B7A9,A080F6,Rock,5.0,2012-04
CB5651,15888A,Techno,4.0,2012-04
12EAF6,E85786,opera,4.0,2012-04
0399E3,9E8DF2,Classical,4.0,2012-04
BDF670,15888A,Techno,4.0,2012-04
E02BB0,15888A,Techno,5.0,2012-04
AA21D5,9E8DF2,Classical,4.0,2012-04
12EAF6,9E8DF2,Classical,5.0,2012-04
CB5651,5A2BB5,Techno,5.0,2012-04
7B725F,233839,Rock,5.0,2012-04
B338E6,342FE4,Zilin,5.0,2012-04
E5D0CB,A080F6,Rock,4.0,2012-04
12EAF6,A080F6,Rock,5.0,2012-04
60AB08,A080F6,Rock,5.0,2012-04
FCACF1,85AEB9,Rock,4.0,2012-04
B338E6,123629,Zilin,4.0,2012-04
B338E6,04CDDD,Techno,4.0,2012-04
B338E6,6C4F91,Techno,5.0,2012-04
8F90E4,6C4F91,Techno,5.0,2012-04
B338E6,290FD2,Rock,5.0,2012-04
E2DA08,7E4A84,Rock,5.0,2012-04
26695C,7E4A84,Rock,5.0,2012-04
4F34AE,687DD4,Oldies,4.0,2012-04
2F137E,8446B5,Zilin,1.0,2012-04
1242D2,D3B56D,opera,2.0,2012-04
6B011C,D3B56D,opera,1.0,2012-04
C9AC1F,B209A6,Zilin,4.0,2012-04
7B725F,D3B56D,opera,5.0,2012-04
58A24C,D3B56D,opera,2.0,2012-04
655047,DE23E6,Techno,4.0,2012-04
E2DA08,A080F6,Rock,4.0,2012-04
10279D,DE23E6,Techno,5.0,2012-04
E02BB0,B209A6,Zilin,5.0,2012-04
D0AF6D,D3B56D,opera,1.0,2012-04
E1B04E,A9E5C8,Metal,5.0,2012-04
29251E,0F9668,Zilin,4.0,2012-04
3E1ADB,DA0C92,Zilin,2.0,2012-04
60B4C8,3EB428,Zilin,5.0,2012-04
AF9FFC,0BEBF7,Zilin,3.0,2012-04
E2DA08,054D41,Zilin,4.0,2012-04
E02BB0,48EA07,Rock,4.0,2012-04
6CE337,8072B9,opera,4.0,2012-04
A40DF0,EE44A4,Zilin,5.0,2012-04
766875,7D973B,Rap,5.0,2012-04
AF9FFC,288575,Zilin,5.0,2012-04
8081B6,EE44A4,Zilin,5.0,2012-04
5BCF97,EE44A4,Zilin,5.0,2012-04
515FC5,EE44A4,Zilin,5.0,2012-04
24D8F0,EE44A4,Zilin,5.0,2012-04
18B34A,EE44A4,Zilin,2.0,2012-04
89BBD7,A8B808,Classical,2.0,2012-04
983D03,48EA07,Rock,3.0,2012-04
12EAF6,7D973B,Rap,5.0,2012-04
095E79,7D973B,Rap,4.0,2012-04
98A26F,054D41,Zilin,5.0,2012-04
095E79,1C4DA3,Rap,4.0,2012-04
67024C,ED92AF,Hip-hop,5.0,2012-04
67024C,ED92AF,Hip-hop,5.0,2012-04
12EAF6,A8DFF8,Rock,5.0,2012-04
F62F70,4C03C1,Rap,3.0,2012-04
6350A7,9C7BD5,Zilin,5.0,2012-04
12EAF6,74699F,Rap,2.0,2012-04
B5CDFB,ED92AF,Hip-hop,5.0,2012-04
B7FCCC,9C7BD5,Zilin,2.0,2012-04
B5CD50,645628,Zilin,3.0,2012-04
48FF4B,054D41,Zilin,4.0,2012-04
FA8D7A,519D94,Zilin,1.0,2012-04
7356C4,2BDAF5,Classical,1.0,2012-04
61DFDC,E74F67,opera,4.0,2012-04
7EFEDE,860B33,Rock,4.0,2012-04
BDF670,A8B808,Classical,1.0,2012-04
F9E66E,723D35,Rock,1.0,2012-04
8E4FB0,8072B9,opera,5.0,2012-04
6CE337,EE44A4,Zilin,4.0,2012-04
AF9FFC,DF2CBC,Rap,2.0,2012-04
5DC722,DF2CBC,Rap,2.0,2012-04
41FC98,8072B9,opera,5.0,2012-04
963630,3BEA60,Zilin,5.0,2012-04
A831F3,8072B9,opera,5.0,2012-04
F80680,8072B9,opera,5.0,2012-04
E2DA08,DF2CBC,Rap,2.0,2012-04
08996D,1A31A5,Zilin,4.0,2012-04
83312A,1A31A5,Zilin,4.0,2012-04
7B0D63,1A31A5,Zilin,4.0,2012-04
A4BC1F,702588,Electronic,5.0,2012-04
14D1D1,1A31A5,Zilin,4.0,2012-04
5DC722,1A31A5,Zilin,4.0,2012-04
2F137E,8072B9,opera,4.0,2012-04
73C684,1A31A5,Zilin,5.0,2012-04
49578B,DF2CBC,Rap,3.0,2012-04
C844A9,8072B9,opera,4.0,2012-04
B5CD50,41A666,Zilin,5.0,2012-04
14D1D1,BF7C7C,Rock,5.0,2012-04
2944E1,EE44A4,Zilin,5.0,2012-04
14D1D1,827199,Rock,4.0,2012-04
14D1D1,9CA335,Rock,4.0,2012-04
14D1D1,0F0739,Rock,4.0,2012-04
E475E1,10F461,Zilin,5.0,2012-04
C844A9,10F461,Zilin,5.0,2012-04
89BBD7,0F0739,Rock,3.0,2012-04
3B8B53,16B94B,Zilin,3.0,2012-04
08996D,16B94B,Zilin,2.0,2012-04
4F34AE,16B94B,Zilin,3.0,2012-04
C40956,CCAC67,Classical,5.0,2012-04
655047,8072B9,opera,4.0,2012-04
08996D,8072B9,opera,4.0,2012-04
BDF670,8072B9,opera,5.0,2012-04
5DC722,EE44A4,Zilin,5.0,2012-04
10750C,8072B9,opera,4.0,2012-04
69FB0B,723D35,Rock,2.0,2012-04
FCACF1,CE1F2D,Indie rock,4.0,2012-04
12EAF6,EF303E,Zilin,5.0,2012-04
6CE337,7733EC,Zilin,3.0,2012-04
E00C57,7733EC,Zilin,4.0,2012-04
14D1D1,79B46A,Rock,4.0,2012-04
C00281,7733EC,Zilin,3.0,2012-04
1E88CF,14AA5D,Rock,5.0,2012-04
E00C57,F60993,Zilin,4.0,2012-04
7356C4,EF303E,Zilin,5.0,2012-04
228979,7733EC,Zilin,5.0,2012-04
8F21B4,7733EC,Zilin,3.0,2012-04
83312A,14AA5D,Rock,5.0,2012-04
F4C6D1,7733EC,Zilin,4.0,2012-04
14D1D1,7733EC,Zilin,5.0,2012-04
24F61A,14AA5D,Rock,4.0,2012-04
89C5C4,7733EC,Zilin,1.0,2012-04
BDF670,F60993,Zilin,5.0,2012-04
6CE337,993FDC,R&B,4.0,2012-04
520217,F60993,Zilin,5.0,2012-04
6E3D2A,21C5B3,Zilin,4.0,2012-04
A5636E,4E32B1,Rap,5.0,2012-04
12EAF6,4E32B1,Rap,5.0,2012-04
AA21D5,4E32B1,Rap,4.0,2012-04
7B0D63,4E32B1,Rap,5.0,2012-04
72FB32,6E169B,Rap,4.0,2012-04
12EAF6,FC1BDB,Rap,5.0,2012-04
095E79,1B7BA4,Rap,3.0,2012-04
4B8A3B,21C5B3,Zilin,5.0,2012-04
AF9FFC,4BE10C,Rap,4.0,2012-04
EFD456,77D63E,R&B,4.0,2012-04
E00C57,D14E40,Zilin,5.0,2012-04
60AB08,17C52E,R&B,5.0,2012-04
E173FD,EA3761,R&B,5.0,2012-04
B5CD50,993FDC,R&B,4.0,2012-04
095E79,6C47ED,Hip-hop,5.0,2012-04
7EC18B,723D35,Rock,4.0,2012-04
D25889,14AA5D,Rock,4.0,2012-04
11D2A0,14AA5D,Rock,5.0,2012-04
14D1D1,0A2B1B,Rock,4.0,2012-04
722036,EF303E,Zilin,5.0,2012-04
6730F7,14F483,Zilin,5.0,2012-04
E2DA08,D6C851,Zilin,1.0,2012-04
7356C4,4F81BE,Rock,3.0,2012-04
B5CDFB,998A00,Hip-hop,4.0,2012-04
6730F7,14F483,Zilin,5.0,2012-04
631683,D6C851,Zilin,5.0,2012-04
14D1D1,54837B,Rock,4.0,2012-04
89BBD7,54837B,Rock,4.0,2012-04
12EAF6,54837B,Rock,4.0,2012-04
C61591,54837B,Rock,4.0,2012-04
E1B04E,54837B,Rock,4.0,2012-04
7356C4,54837B,Rock,3.0,2012-04
4F34AE,D6C851,Zilin,4.0,2012-04
72FB32,F17453,Classical,5.0,2012-04
6730F7,14F483,Zilin,5.0,2012-04
6730F7,14F483,Zilin,5.0,2012-04
F9E66E,14AA5D,Rock,5.0,2012-04
3E872B,14AA5D,Rock,2.0,2012-04
983D03,14AA5D,Rock,3.0,2012-04
7356C4,14AA5D,Rock,4.0,2012-04
E1B04E,14AA5D,Rock,4.0,2012-04
95D460,14AA5D,Rock,3.0,2012-04
C00281,7D404D,Zilin,5.0,2012-04
67024C,6C47ED,Hip-hop,5.0,2012-04
7B725F,6C47ED,Hip-hop,6.0,2012-04
2E58E5,7D404D,Zilin,5.0,2012-04
98A26F,7D404D,Zilin,5.0,2012-04
E2DA08,7D404D,Zilin,5.0,2012-04
6CE337,7D404D,Zilin,4.0,2012-04
5D611F,14F483,Zilin,5.0,2012-04
67024C,F17453,Classical,5.0,2012-04
614C8C,14AA5D,Rock,3.0,2012-04
C0D27C,702588,Electronic,5.0,2012-04
F4C6D1,054D41,Zilin,3.0,2012-04
361E33,8072B9,opera,4.0,2012-04
7EC18B,A3A88C,Rock,4.0,2012-04
5BCF97,8072B9,opera,5.0,2012-04
A65D6D,8072B9,opera,5.0,2012-04
89BBD7,5560EF,Classical,4.0,2012-04
C738F3,A8D661,Rap,5.0,2012-04
B338E6,B50DC6,Zilin,4.0,2012-04
D518C3,1B3906,Zilin,5.0,2012-04
8F21B4,8072B9,opera,3.0,2012-04
7B0D63,8072B9,opera,4.0,2012-04
FCACF1,08E7F7,Zilin,4.0,2012-04
AF9FFC,0C8862,Rap,1.0,2012-04
3E1ADB,DA0C92,Zilin,2.0,2012-04
9BA974,30F5E7,Metal,5.0,2012-04
E00C57,DA0C92,Zilin,5.0,2012-04
A3518E,92C4A2,Zilin,5.0,2012-05
AEF090,B869DD,Techno,4.0,2012-05
67D9AF,47D475,Techno,5.0,2012-05
AEF090,47D475,Techno,5.0,2012-05
824097,DE23E6,Techno,5.0,2012-05
6BDF78,14F483,Zilin,5.0,2012-05
EBD6D9,DE23E6,Techno,1.0,2012-05
A33458,DA0C92,Zilin,4.0,2012-05
13EDD0,14F483,Zilin,5.0,2012-05
50B358,DA0C92,Zilin,5.0,2012-05
A313C5,DA0C92,Zilin,5.0,2012-05
A33458,8429AE,Zilin,4.0,2012-05
B3D281,92C4A2,Zilin,5.0,2012-05
66F533,B53663,Techno,5.0,2012-05
FFC28A,DA0C92,Zilin,5.0,2012-05
78ED78,97D22D,Indie rock,5.0,2012-05
553D0F,F3A107,Techno,4.0,2012-05
A24639,BD7362,Techno,5.0,2012-05
50B358,08E7F7,Zilin,5.0,2012-05
CF3352,CE1F2D,Indie rock,5.0,2012-05
3B0CC1,D55812,Indie rock,5.0,2012-05
4DC9B7,693CB5,Techno,5.0,2012-05
5F6DCB,91F0F4,Techno,6.0,2012-05
0A1BB1,79E66A,Metal,4.0,2012-05
12EAF6,97D22D,Indie rock,5.0,2012-05
45BBD2,91F0F4,Techno,4.0,2012-05
45BBD2,6B5091,Techno,5.0,2012-05
A01BED,8429AE,Zilin,5.0,2012-05
5FA095,FAA5E5,Techno,3.0,2012-05
5CB00B,DE23E6,Techno,4.0,2012-05
7356C4,8429AE,Zilin,3.0,2012-05
ED8FB1,0DCEED,Zilin,5.0,2012-05
655047,F728F6,Zilin,4.0,2012-05
F29C44,1ED993,Techno,4.0,2012-05
75FCE0,2BBE6A,Techno,6.0,2012-05
C059AF,7D404D,Zilin,4.0,2012-05
55B3FD,15888A,Techno,5.0,2012-05
034463,15888A,Techno,5.0,2012-05
515DBB,D5CF2E,Metal,2.0,2012-05
F8890F,D12B8B,Techno,5.0,2012-05
BB1C01,DA0C92,Zilin,5.0,2012-05
FA343D,D5CF2E,Metal,5.0,2012-05
74CE78,B4DD42,Techno,4.0,2012-05
A194BF,FA9505,Metal,5.0,2012-05
C059AF,FA9505,Metal,5.0,2012-05
C48E88,5A2BB5,Techno,5.0,2012-05
998930,DA0C92,Zilin,2.0,2012-05
2DBB09,18BD12,Zilin,4.0,2012-05
A3518E,E36DAD,Zilin,1.0,2012-05
1F52A4,5A2BB5,Techno,5.0,2012-05
3B0CC1,FA9505,Metal,2.0,2012-05
B51E5A,FA9505,Metal,3.0,2012-05
85BA31,D5CF2E,Metal,1.0,2012-05
3B0CC1,4F6B37,Techno,4.0,2012-05
5DC83C,C7C438,Techno,5.0,2012-05
12EAF6,30F5E7,Metal,5.0,2012-05
4465CA,8429AE,Zilin,5.0,2012-05
C29FEF,DA0C92,Zilin,5.0,2012-05
F5DCB4,DA0C92,Zilin,4.0,2012-05
C19515,DA0C92,Zilin,5.0,2012-05
5696FF,563AC1,Zilin,5.0,2012-05
74ADF3,741D01,Techno,4.0,2012-05
377AB9,9D7373,Techno,4.0,2012-05
B3D976,5FD0C1,Techno,5.0,2012-05
A06544,15888A,Techno,4.0,2012-05
